SIGN,197.23529411764707
DUPLICATE,68.85714285714286
SCHOOL CIRCULATION,63.333333333333336
VISIBILITY RESTRICTIONS,63.0
CROSSING GUARD,55.57142857142857
ROAD WIDENING,43.0
CROSSWALK,41.5
MISCELLANEOUS,39.75
SPEEDING,37.0
STREET LIGHTING,29.0
PARKING,19.8
FRISCO PD,12.175
SCHOOL ZONE,7.5
